move,board_state,player
4-i,_________________@______@______@____###___,#
2-i,__________#______@______@______@____###___,@
7-i,__________#______@______@____@_@____###___,#
3-i,__________#______@______@____@_@____###__#,@
5-i,__________#______@______@____@@@____###__#,#
3-i,__________#______@______@____@@@____####_#,@
5-i,__________#______@_____@@____@@@____####_#,#
3-i,__________#______@_____@@____@@@#___####_#,@
5-i,__________#_____@@_____@@____@@@#___####_#,#
5-i,__________#_____@@_____@@#___@@@#___####_#,@
1-i,__________#_____@@@____@@#___@@@#___####_#,#
4-i,__________#_____@@@____@@#___@@@#__#####_#,@
6-i,___@______#_____@@@____@@#___@@@#__#####_#,#
2-i,___@______#_____@@@____@@#___@@@#__#######,@
2-i,___@______#_____@@@___@@@#___@@@#__#######,#
6-i,___@______#____#@@@___@@@#___@@@#__#######,@
6-i,___@______#____#@@@___@@@#___@@@#@_#######,#
2-i,___@______#____#@@@___@@@##__@@@#@_#######,@
6-p,___@____@_#____#@@@___@@@##__@@@#@_#######,#
6-p,___@____@_#____#@@@___@@@#___@@@##_#####@#,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
2-i,________________________@______@_____##___,#
4-i,________________________@______@____###___,@
5-i,_________________@______@______@____###___,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
5-i,_______________________________@______#___,#
3-i,_______________________________@______##__,@
7-i,_______________________________@_____@##__,#
3-i,_______________________________@_____@##_#,@
5-i,______________________________@@_____@##_#,#
3-i,______________________________@@#____@##_#,@
5-i,_______________________@______@@#____@##_#,#
5-i,_______________________@_#____@@#____@##_#,@
6-i,__________________@____@_#____@@#____@##_#,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
5-i,________________________@______@_____##___,#
4-i,________________________@______@_____###__,@
4-i,_________________@______@______@_____###__,#
3-i,__________#______@______@______@_____###__,@
7-i,__________#______@______@_____@@_____###__,#
5-i,__________#______@______@_____@@_____###_#,@
1-i,__________#______@______@_____@@@____###_#,#
6-i,__________#______@______@_____@@@__#_###_#,@
6-i,__________#______@______@_____@@@__#_###@#,#
3-i,__________#______@______@_____@@@#_#_###@#,@
6-i,__________#______@_____@@_____@@@#_#_###@#,#
2-i,__________#______@_____@@_#___@@@#_#_###@#,@
6-i,__________#______@_____@@_#___@@@#_#@###@#,#
6-i,__________#______@_#___@@_#___@@@#_#@###@#,@
4-p,__________#_@____@_#___@@_#___@@@#_#@###@#,#
5-i,____________@____#_#___@@_#___@@@#_#@#@#@#,@
5-i,____________@____#_#___@@@#___@@@#_#@#@#@#,#
3-i,____________@____###___@@@#___@@@#_#@#@#@#,@
5-i,__________________________________________,#
4-i,_______________________________________#__,@
5-i,______________________________________@#__,#
4-i,________________________________#_____@#__,@
5-i,_______________________________@#_____@#__,#
4-i,_________________________#_____@#_____@#__,@
4-i,________________________@#_____@#_____@#__,#
5-i,_________________#______@#_____@#_____@#__,@
7-i,_________________#@_____@#_____@#_____@#__,#
2-i,_________________#@_____@#_____@#_____@#_#,@
6-i,_________________#@_____@#_____@#___@_@#_#,#
1-i,_________________#@_____@#_____@#___@_@###,@
3-i,_________________#@_____@#_____@#__@@_@###,#
1-i,_________________#@_____@#_____@#__@@#@###,@
3-i,_________________#@_____@#__@__@#__@@#@###,#
1-i,_________________#@_____@#__@_#@#__@@#@###,@
3-i,_________________#@__@__@#__@_#@#__@@#@###,#
4-i,_________________#@__@_#@#__@_#@#__@@#@###,@
1-i,__________@______#@__@_#@#__@_#@#__@@#@###,#
3-i,__________@___#__#@__@_#@#__@_#@#__@@#@###,@
5-i,__________@___#_@#@__@_#@#__@_#@#__@@#@###,#
2-i,__________@#__#_@#@__@_#@#__@_#@#__@@#@###,@
7-i,__________@#__#_@#@__@_#@#__@@#@#__@@#@###,#
2-i,__________@#__#_@#@__@_#@#__@@#@#_#@@#@###,@
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
4-i,________________________@______@_____##___,#
5-i,_________________#______@______@_____##___,@
1-i,_________________#______@______@_____##@__,#
5-i,_________________#______@______@___#_##@__,@
3-i,_________________#______@______@@__#_##@__,#
5-i,_________________#______@_____#@@__#_##@__,@
5-i,_________________#______@@____#@@__#_##@__,#
3-i,_________________##_____@@____#@@__#_##@__,@
2-i,_________________##____@@@____#@@__#_##@__,#
6-i,__________________________________________,#
4-i,________________________________________#_,@
4-i,______________________________________@_#_,#
3-i,_______________________________#______@_#_,@
4-i,_______________________________#_____@@_#_,#
2-i,________________________#______#_____@@_#_,@
4-i,________________________#______#____@@@_#_,#
2-i,_________________#______#______#____@@@_#_,@
5-i,_________________#______#____@_#____@@@_#_,#
2-i,_________________#______#____@_#____@@@##_,@
2-i,_________________#____@_#____@_#____@@@##_,#
1-i,_______________#_#____@_#____@_#____@@@##_,@
3-i,_______________#_#____@_#____@_#___@@@@##_,#
3-i,_______________#_#____@_#____@##___@@@@##_,@
6-i,_______________#_#____@@#____@##___@@@@##_,#
5-i,_______________#_#____@@#____@##_#_@@@@##_,@
6-i,_______________#_#____@@#____@##@#_@@@@##_,#
1-i,_______________#_#____@@#_#__@##@#_@@@@##_,@
5-i,_______________#_#____@@#_#_@@##@#_@@@@##_,#
7-i,_______________#_#____@@###_@@##@#_@@@@##_,@
3-i,_______________#_#____@@###_@@##@#_@@@@##@,#
7-i,_______________###____@@###_@@##@#_@@@@##@,@
5-p,_______________###____@@###_@@##@#@@@@@##@,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
5-i,_______________________________@_____##___,@
1-i,_______________________________@_____##@__,#
5-i,_______________________________@___#_##@__,@
3-i,_______________________________@@__#_##@__,#
5-i,______________________________#@@__#_##@__,@
5-i,_________________________@____#@@__#_##@__,#
4-i,__________________#______@____#@@__#_##@__,@
4-i,__________________#_____@@____#@@__#_##@__,#
3-i,_________________##_____@@____#@@__#_##@__,@
2-i,_________________##____@@@____#@@__#_##@__,#
2-i,_________________##____@@@____#@@__####@__,@
1-i,_________________##____@@@___@#@@__####@__,#
3-i,_________________##____@@@__#@#@@__####@__,@
1-i,________________@##____@@@__#@#@@__####@__,#
2-i,________________@##__#_@@@__#@#@@__####@__,@
1-i,________________@##__#@@@@__#@#@@__####@__,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
5-i,________________________@______@_____##___,#
4-i,________________________@______@_____###__,@
7-i,_________________@______@______@_____###__,#
6-i,_________________@______@______@_____###_#,@
4-i,_________________@______@______@_____###@#,#
6-i,__________#______@______@______@_____###@#,@
5-i,__________#______@______@______@_@___###@#,#
6-i,__________#______@______@______@#@___###@#,@
5-i,__________#______@______@_@____@#@___###@#,#
5-i,__________#______@______@#@____@#@___###@#,@
2-i,__________#______@@_____@#@____@#@___###@#,#
3-i,__________________________________________,#
4-i,_____________________________________#____,@
4-i,_____________________________________#@___,#
5-i,_______________________________#_____#@___,@
3-i,_______________________________#_____#@@__,#
7-i,______________________________##_____#@@__,@
3-i,______________________________##_____#@@_@,#
3-i,_______________________#______##_____#@@_@,@
5-i,________________@______#______##_____#@@_@,#
4-i,________________@______#______###____#@@_@,@
6-i,________________@______#@_____###____#@@_@,#
4-i,________________@______#@_____###____#@@#@,@
5-i,________________@@_____#@_____###____#@@#@,#
4-i,________________@@_____#@#____###____#@@#@,@
5-i,__________@_____@@_____#@#____###____#@@#@,#
5-i,__________@_____@@#____#@#____###____#@@#@,@
4-i,__________@@____@@#____#@#____###____#@@#@,#
6-i,___#______@@____@@#____#@#____###____#@@#@,@
6-i,___#______@@____@@#____#@#____###@___#@@#@,#
5-p,___#______@@____@@#____#@##___###@___#@@#@,@
6-i,___#______@_____@@@____#@##___###@___#@##@,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
5-i,________________________@______@_____##___,#
4-i,________________________@______@_____###__,@
4-i,_________________@______@______@_____###__,#
3-i,__________#______@______@______@_____###__,@
7-i,__________#______@______@_____@@_____###__,#
5-i,__________#______@______@_____@@_____###_#,@
1-i,__________#______@______@_____@@@____###_#,#
6-i,__________#______@______@_____@@@__#_###_#,@
6-i,__________#______@______@_____@@@__#_###@#,#
3-i,__________#______@______@_____@@@#_#_###@#,@
3-i,__________#______@_____@@_____@@@#_#_###@#,#
2-i,__________#_____#@_____@@_____@@@#_#_###@#,@
4-p,__________#_____#@_____@@_____@@@#_#@###@#,#
5-i,________________##_____@@_____@@@#_#@#@#@#,@
5-p,________________##_____@@@____@@@#_#@#@#@#,#
5-i,________________##_____@@_____@@@#_#@#@@@#,@
2-i,________________##_____@@@____@@@#_#@#@@@#,#
2-p,________________##_____@@@___#@@@#_#@#@@@#,@
2-i,________________##_____@@@____@@@#_###@@@#,#
5-i,________________##_____@@@___#@@@#_###@@@#,@
3-i,__________________________________________,#
4-i,_____________________________________#____,@
4-i,_____________________________________#@___,#
3-i,_______________________________#_____#@___,@
4-i,______________________________@#_____#@___,#
4-i,________________________#_____@#_____#@___,@
3-i,_________________@______#_____@#_____#@___,#
5-i,_________________@_____##_____@#_____#@___,@
5-i,_________________@_____##_____@#_____#@@__,#
7-i,_________________@_____##_____@##____#@@__,@
6-i,_________________@_____##_____@##____#@@_@,#
5-i,_________________@_____##_____@##____#@@#@,@
6-i,_________________@_____##@____@##____#@@#@,#
5-i,_________________@_____##@____@###___#@@#@,@
7-i,_________________@@____##@____@###___#@@#@,#
5-i,_________________@@____##@____@####__#@@#@,@
6-i,___________@_____@@____##@____@####__#@@#@,#
6-i,___________@_____@@____##@#___@####__#@@#@,@
3-i,___________@_____@@@___##@#___@####__#@@#@,#
2-i,__________________________________________,#
4-i,____________________________________#_____,@
4-i,____________________________________#_@___,#
5-i,_______________________________#____#_@___,@
2-i,_______________________________#____#_@@__,#
7-i,_____________________________#_#____#_@@__,@
2-i,_____________________________#_#____#_@@_@,#
2-i,______________________#______#_#____#_@@_@,@
5-i,_______________@______#______#_#____#_@@_@,#
7-i,_______________@______#______#_##___#_@@_@,@
3-i,_______________@______#______#_##_@_#_@@_@,#
7-i,_______________@______#______#_##_@_##@@_@,@
3-i,_______________@______#____@_#_##_@_##@@_@,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
5-i,_______________________________@_____##___,@
1-i,_______________________________@_____##@__,#
5-i,_______________________________@___#_##@__,@
3-i,_______________________________@@__#_##@__,#
5-i,______________________________#@@__#_##@__,@
5-i,_________________________@____#@@__#_##@__,#
4-i,__________________#______@____#@@__#_##@__,@
4-i,__________________#_____@@____#@@__#_##@__,#
3-i,_________________##_____@@____#@@__#_##@__,@
3-i,_________________##____@@@____#@@__#_##@__,#
2-i,________________###____@@@____#@@__#_##@__,@
2-i,________________###____@@@____#@@__#@##@__,#
7-i,________________###____@@@___##@@__#@##@__,@
3-i,________________###____@@@___##@@__#@##@_@,#
6-i,_________#______###____@@@___##@@__#@##@_@,@
4-i,_________#______###____@@@___##@@__#@##@@@,#
7-i,_________##_____###____@@@___##@@__#@##@@@,@
6-i,_________##_____###____@@@___##@@_@#@##@@@,#
7-i,_________##_____###____@@@___##@@#@#@##@@@,@
3-p,_________##_____###____@@@_@_##@@#@#@##@@@,#
3-i,__________________________________________,#
4-i,_____________________________________#____,@
4-i,_____________________________________#@___,#
3-i,_______________________________#_____#@___,@
4-i,______________________________@#_____#@___,#
4-i,________________________#_____@#_____#@___,@
5-i,_________________@______#_____@#_____#@___,#
3-i,_________________@______#_____@#_____#@#__,@
3-i,_________________@_____@#_____@#_____#@#__,#
1-i,________________#@_____@#_____@#_____#@#__,@
5-i,________________#@_____@#_____@#___@_#@#__,#
2-i,________________#@_____@#_____@##__@_#@#__,@
5-i,________________#@_____@#_____@##__@@#@#__,#
4-i,________________#@_____@##____@##__@@#@#__,@
2-i,__________@_____#@_____@##____@##__@@#@#__,#
5-i,__________@_____#@_____@##___#@##__@@#@#__,@
2-i,__________@_____#@@____@##___#@##__@@#@#__,#
5-i,__________@_____#@@___#@##___#@##__@@#@#__,@
2-i,__________@@____#@@___#@##___#@##__@@#@#__,#
6-i,__________@@___##@@___#@##___#@##__@@#@#__,@
3-p,__________@@___##@@___#@##___#@##__@@#@#@_,#
4-i,__________________________________________,#
4-i,______________________________________#___,@
3-i,_______________________________@______#___,#
4-i,_______________________________@_____##___,@
5-i,________________________@______@_____##___,#
4-i,________________________@______@_____###__,@
7-i,_________________@______@______@_____###__,#
6-i,_________________@______@______@_____###_#,@
4-i,_________________@______@______@_____###@#,#
6-i,__________#______@______@______@_____###@#,@
6-i,__________#______@______@______@_@___###@#,#
3-i,__________#______@______@_#____@_@___###@#,@
5-i,__________#______@______@_#___@@_@___###@#,#
5-i,__________#______@______@_#___@@#@___###@#,@
5-i,__________#______@______@@#___@@#@___###@#,#
3-i,__________#______@#_____@@#___@@#@___###@#,@
3-i,__________#______@#____@@@#___@@#@___###@#,#
2-i,__________#_____#@#____@@@#___@@#@___###@#,@
5-i,__________#_____#@#____@@@#___@@#@__@###@#,#
2-i,__________##____#@#____@@@#___@@#@__@###@#,@
2-i,__________##____#@#____@@@#__@@@#@__@###@#,#
7-i,__________##____#@#___#@@@#__@@@#@__@###@#,@
7-i,__________##____#@#___#@@@#__@@@#@@_@###@#,#
6-i,__________##____#@#___#@@@##_@@@#@@_@###@#,@
3-i,__________##____#@#@__#@@@##_@@@#@@_@###@#,#
6-i,_________###____#@#@__#@@@##_@@@#@@_@###@#,@
2-i,_________###@___#@#@__#@@@##_@@@#@@_@###@#,#
7-i,_________###@__##@#@__#@@@##_@@@#@@_@###@#,@
7-i,_________###@__##@#@@_#@@@##_@@@#@@_@###@#,#
